Designator,Mid X,Mid Y,Rotation,Layer
J1,364.55,-126.96,180.0,top
J2,340.9,-115.825,180.0,top
J3,231.0,-101.0,0.0,top
J4,264.0,-178.0,0.0,top
J5,195.0,-178.0,0.0,top
J6,126.0,-178.0,0.0,top
J7,162.0,-102.0,0.0,top
J8,323.0,-102.0,0.0,top
J9,71.0,-90.0,0.0,top
